master,pair,station,lagtime,coefficient,phase,ttmaster,ttpair,dt
485,471,NIL08,-0.033220109,0.938568829,P,2.28,2.28,0
485,471,SIL02,0.038809654,0.810516118,P,2.24,2.35,0.11
485,542,NIL06,-0.1412878,0.826367432,S,2.17,2.19,0.02
485,542,NIL06,-0.161296722,0.409649809,P,3.69,3.82,0.13
485,542,NIL07,-0.132996099,0.591743685,P,2.35,2.31,-0.04
485,542,NIL03,-0.084551971,0.59297621,P,2.03,2.08,0.05
485,542,SIL03,0.009744665,0.955487696,P,2.19,2.32,0.13
485,542,NIL08,-0.130117155,0.381764233,S,2.52,2.49,-0.03
485,542,NIL08,-0.096130296,0.759870593,P,3.46,3.71,0.25
485,542,SIL02,-0.008833851,0.925221545,P,2.28,2.28,0
485,481,NIL06,-0.135425054,0.75732539,S,2.17,2.19,0.02
485,481,NIL06,-0.017831453,0.533111709,P,3.69,3.82,0.13
485,481,NIL07,-0.009275064,0.771367211,P,2.35,2.31,-0.04
485,481,NIL07,0.155856981,0.426995447,S,2.03,2.08,0.05
485,481,NIL03,0.075083853,0.580301922,P,2.19,2.32,0.13
485,481,SIL03,0.070176237,0.952676545,P,2.52,2.49,-0.03
485,481,NIL08,-0.075127862,0.354058549,S,3.46,3.71,0.25
485,481,NIL08,-0.050764434,0.870274807,P,2.28,2.28,0
485,481,SIL02,0.009618209,0.943530226,P,2.24,2.35,0.11
485,531,NIL06,-0.168210976,0.70772306,S,2.17,2.19,0.02
485,531,NIL06,-0.119259047,0.537431991,P,3.69,3.82,0.13
485,531,NIL07,0.035857492,0.672375087,P,2.35,2.31,-0.04
485,531,NIL07,0.07422689,0.376411342,S,2.03,2.08,0.05
485,531,NIL03,-0.100347478,0.627921838,P,2.19,2.32,0.13
485,531,NIL08,0.023277561,0.470546357,S,2.52,2.49,-0.03
485,531,NIL08,-0.050863737,0.697211603,P,3.46,3.71,0.25
485,531,SIL03,0.011557485,0.80775551,P,2.28,2.28,0
485,435,NIL06,-0.113737349,0.575095147,S,2.17,2.19,0.02
485,435,NIL06,0.02350455,0.659657324,P,3.69,3.82,0.13
485,435,NIL07,-0.008043078,0.605039233,S,2.35,2.31,-0.04
485,435,NIL07,0.024218439,0.734318434,P,2.03,2.08,0.05
485,435,NIL08,-0.007008038,0.377883884,S,2.19,2.32,0.13
485,435,NIL08,-0.027995116,0.820057208,P,2.52,2.49,-0.03
485,435,SIL03,0.064085168,0.677986455,P,3.46,3.71,0.25
485,530,NIL06,-0.123882719,0.52110026,P,2.17,2.19,0.02
485,530,NIL06,-0.188814547,0.59040846,S,3.69,3.82,0.13
485,530,NIL07,-0.000221031,0.733514919,P,2.35,2.31,-0.04
485,530,NIL07,-0.075599585,0.382441127,S,2.03,2.08,0.05
485,530,NIL03,-0.053367051,0.716753633,P,2.19,2.32,0.13
485,530,NIL08,0.027719438,0.436100988,S,2.52,2.49,-0.03
485,530,NIL08,-0.045273388,0.779101821,P,3.46,3.71,0.25
485,527,NIL06,-0.016973189,0.689372466,S,2.17,2.19,0.02
485,527,NIL06,0.027909923,0.538979469,P,3.69,3.82,0.13
485,527,NIL07,0.068506793,0.630510277,P,2.35,2.31,-0.04
485,527,NIL07,-0.15668316,0.214334663,S,2.03,2.08,0.05
485,527,NIL03,0.029680702,0.601978507,P,2.19,2.32,0.13
485,527,NIL08,0.126527429,0.480101471,S,2.52,2.49,-0.03
485,527,NIL08,-0.049563421,0.769568784,P,3.46,3.71,0.25
485,527,SIL03,0.015471887,0.962804344,P,2.28,2.28,0
485,438,NIL06,-0.122787069,0.588510061,P,2.17,2.19,0.02
485,438,NIL06,-0.175181416,0.770890966,S,3.69,3.82,0.13
485,438,NIL07,0.068054927,0.683059653,P,2.35,2.31,-0.04
485,438,NIL07,0.146625124,0.362823383,S,2.03,2.08,0.05
485,438,NIL03,-0.060444349,0.76255606,P,2.19,2.32,0.13
485,438,NIL08,0.019486561,0.583224358,S,2.52,2.49,-0.03
485,438,NIL08,-0.045430512,0.838084694,P,3.46,3.71,0.25
485,439,NIL06,-0.157566841,0.885334715,S,2.17,2.19,0.02
485,439,NIL06,0.02406141,0.5769738,P,3.69,3.82,0.13
485,439,NIL07,0.04126737,0.638042753,P,2.35,2.31,-0.04
485,439,NIL07,0.048903613,0.473489122,S,2.03,2.08,0.05
485,439,NIL03,-0.037268046,0.816211895,P,2.19,2.32,0.13
485,439,SIL03,0.122627192,0.517700932,P,2.52,2.49,-0.03
485,439,NIL08,-0.037577879,0.450860554,S,3.46,3.71,0.25
485,439,NIL08,0.015207661,0.837974863,P,2.28,2.28,0
485,439,SIL02,-0.01581397,0.810017024,P,2.24,2.35,0.11
485,458,NIL06,-0.007660895,0.469508253,P,2.17,2.19,0.02
485,458,NIL06,0.00467558,0.717809771,S,3.69,3.82,0.13
485,458,NIL07,-0.061486956,0.794364179,P,2.35,2.31,-0.04
485,458,NIL07,0.066516923,0.389111856,S,2.03,2.08,0.05
485,458,NIL03,-0.103194268,0.664918061,P,2.19,2.32,0.13
485,458,NIL08,0.093164943,0.486399822,S,2.52,2.49,-0.03
485,458,NIL08,-0.087447047,0.766363967,P,3.46,3.71,0.25
485,475,NIL06,-0.214886664,0.706696415,S,2.17,2.19,0.02
485,475,NIL06,0.029066328,0.68888227,P,3.69,3.82,0.13
485,475,NIL07,0.058547689,0.753047509,P,2.35,2.31,-0.04
485,475,NIL07,0.043513603,0.52532508,S,2.03,2.08,0.05
485,475,NIL03,0.038101038,0.447335563,P,2.19,2.32,0.13
485,475,NIL08,0.109566913,0.546705927,S,2.52,2.49,-0.03
485,475,NIL08,-0.024312751,0.894289139,P,3.46,3.71,0.25
485,475,SIL03,0.00355218,0.797344973,P,2.28,2.28,0
485,475,SIL02,0.019708817,0.896772026,P,2.24,2.35,0.11
485,482,NIL06,-0.008267684,0.463660112,P,2.17,2.19,0.02
485,482,NIL06,-0.147589194,0.661961356,S,3.69,3.82,0.13
485,482,NIL07,0.026923422,0.380856537,P,2.35,2.31,-0.04
485,482,NIL07,0.129690048,0.411406624,S,2.03,2.08,0.05
485,482,NIL03,-0.018276125,0.584743997,P,2.19,2.32,0.13
485,482,SIL03,-0.004479052,0.750519821,P,2.52,2.49,-0.03
485,482,NIL08,0.026758428,0.415242226,S,3.46,3.71,0.25
485,482,NIL08,-0.031204434,0.921679493,P,2.28,2.28,0
485,474,NIL06,0.049897975,0.62582966,P,2.17,2.19,0.02
485,474,NIL07,0.08187833,0.629154845,P,3.69,3.82,0.13
485,474,NIL07,0.107376112,0.497948361,S,2.35,2.31,-0.04
485,474,NIL03,0.063367401,0.760409399,P,2.03,2.08,0.05
485,474,SIL03,0.036540384,0.92107498,P,2.19,2.32,0.13
485,474,NIL08,0.144842995,0.551802812,S,2.52,2.49,-0.03
485,474,NIL08,-0.055351963,0.77072657,P,3.46,3.71,0.25
485,474,SIL02,-0.013199102,0.910899281,P,2.28,2.28,0
487,450,SIL02,-0.108754826,0.486626486,P,2.17,2.19,0.02
487,450,SIL02,-0.144372655,0.623116156,S,3.69,3.82,0.13
487,450,NIL10,0.04993388,0.833709585,P,2.35,2.31,-0.04
487,450,SIL01,-0.041231383,0.701676038,P,2.03,2.08,0.05
487,450,SIL05,-0.201974046,0.355530562,P,2.19,2.32,0.13
487,450,NIL06,-0.027901733,0.783107627,P,2.52,2.49,-0.03
487,450,NIL04,-0.011623445,0.57896449,S,3.46,3.71,0.25
487,450,NIL04,0.105113275,0.552754078,P,2.28,2.28,0
487,422,SIL02,0.028315599,0.756699557,P,2.17,2.19,0.02
487,422,SIL02,-0.098103141,0.607129608,S,3.69,3.82,0.13
487,422,SIL01,-0.038959123,0.681640662,P,2.35,2.31,-0.04
487,422,NIL10,0.008525938,0.797862267,P,2.03,2.08,0.05
487,422,SIL05,-0.064135623,0.529207119,P,2.19,2.32,0.13
487,422,SIL05,0.021169699,0.76077356,S,2.52,2.49,-0.03
487,422,NIL04,0.16913647,0.454292781,S,3.46,3.71,0.25
487,422,NIL04,0.024955022,0.486791838,P,2.28,2.28,0
487,503,SIL02,-0.051491502,0.464607605,S,2.17,2.19,0.02
487,503,SIL02,-0.059386198,0.755338543,P,3.69,3.82,0.13
487,503,SIL01,0.036485436,0.755637846,P,2.35,2.31,-0.04
487,503,NIL10,0.113070775,0.683261378,P,2.03,2.08,0.05
487,503,SIL05,-0.066855414,0.402789551,S,2.19,2.32,0.13
487,503,SIL05,0.110318292,0.542863071,P,2.52,2.49,-0.03
487,464,SIL02,0.137984024,0.569881087,P,2.17,2.19,0.02
487,464,SIL02,-0.078149277,0.651410072,S,3.69,3.82,0.13
487,464,SIL01,-0.045929556,0.689567365,P,2.35,2.31,-0.04
487,464,NIL10,0.030656507,0.737573669,P,2.03,2.08,0.05
487,464,NIL10,0.070306788,0.570561514,S,2.19,2.32,0.13
487,464,SIL05,0.024156811,0.774496336,S,2.52,2.49,-0.03
487,464,SIL05,-0.029335808,0.49492897,P,3.46,3.71,0.25
487,464,NIL06,0.041501405,0.570174123,P,2.28,2.28,0
487,464,NIL04,-0.01390656,0.466656363,S,2.24,2.35,0.11
487,464,NIL04,0.102561238,0.468020141,P,2.9,2.65,-0.25
487,518,SIL01,0.121845013,0.70402718,P,2.17,2.19,0.02
487,518,SIL02,-0.014119621,0.82682107,P,3.69,3.82,0.13
487,518,SIL02,-0.065866215,0.400901347,S,2.35,2.31,-0.04
487,518,NIL10,0.000906098,0.512172553,P,2.03,2.08,0.05
487,518,NIL10,-0.085042386,0.553949574,S,2.19,2.32,0.13
487,518,SIL05,-0.057364958,0.516985412,P,2.52,2.49,-0.03
487,518,NIL06,0.065218377,0.63255703,P,3.46,3.71,0.25
487,518,NIL03,0.026676534,0.368713444,P,2.28,2.28,0
487,518,NIL04,0.014943039,0.570669166,S,2.24,2.35,0.11
487,518,NIL04,-0.012654165,0.659648483,P,2.9,2.65,-0.25
489,497,SIL07,-0.007454026,0.845670656,P,2.17,2.19,0.02
489,497,SIL07,-0.044860889,0.512405166,S,3.69,3.82,0.13
489,497,SIL06,-0.052662426,0.845932361,P,2.35,2.31,-0.04
489,497,SIL08,-0.076986714,0.613749767,P,2.03,2.08,0.05
489,497,SIL05,-0.027512644,0.727384403,P,2.19,2.32,0.13
489,497,SIL05,-0.013467814,0.68919231,S,2.52,2.49,-0.03
489,497,SIL02,-0.045408719,0.731803962,S,3.46,3.71,0.25
489,497,SIL02,-0.049160111,0.759541754,P,2.28,2.28,0
489,497,NIL10,-0.019074311,0.942934166,P,2.24,2.35,0.11
489,497,NIL08,-0.064939222,0.895608913,S,2.9,2.65,-0.25
489,497,NIL08,-0.061492678,0.681264172,P,4.52,4.41,-0.11
489,493,SIL07,-0.006260578,0.859671655,P,2.17,2.19,0.02
489,493,SIL06,-0.03757485,0.883585292,P,3.69,3.82,0.13
489,493,SIL08,-0.000249755,0.889455518,P,2.35,2.31,-0.04
489,493,SIL04,0.000132731,0.726822381,P,2.03,2.08,0.05
489,493,SIL04,0.011795765,0.766002488,S,2.19,2.32,0.13
489,493,SIL05,-0.030609327,0.743165476,S,2.52,2.49,-0.03
489,493,SIL05,0.000768905,0.854515887,P,3.46,3.71,0.25
489,493,SIL02,-0.01551019,0.85206798,S,2.28,2.28,0
489,493,SIL02,-0.027552924,0.815230323,P,2.24,2.35,0.11
489,493,SIL03,-0.01799716,0.925246111,P,2.9,2.65,-0.25
489,493,NIL10,-0.027037512,0.872966805,S,4.52,4.41,-0.11
489,493,NIL10,-0.019567043,0.955852541,P,2.79,2.78,-0.01
489,493,NIL08,-0.036080014,0.765682753,P,3.05,3.17,0.12
489,493,NIL08,-0.030245685,0.901952267,S,6.34,6.32,-0.02
489,493,NIL06,0.124571017,0.756461551,S,3.87,3.71,-0.16
489,493,NIL06,-0.014749076,0.779852554,P,3.41,3.41,0
489,493,NIL03,-0.143725112,0.728030647,P,4.19,3.76,-0.43
489,493,NIL03,0.044033399,0.891278403,S,2.03,2.03,0
489,493,NIL02,-0.015951499,0.940408095,S,2.35,2.28,-0.07
489,493,NIL02,-0.029659581,0.678347586,P,3.69,3.82,0.13
489,496,SIL07,-0.046081712,0.585066702,S,2.17,2.19,0.02
489,496,SIL07,-0.008856357,0.821849559,P,3.69,3.82,0.13
489,496,SIL06,-0.039733266,0.866490402,P,2.35,2.31,-0.04
489,496,SIL08,-0.069112118,0.732226705,P,2.03,2.08,0.05
489,496,SIL08,0.08359022,0.437055405,S,2.19,2.32,0.13
489,496,SIL05,-0.054365871,0.613067318,S,2.52,2.49,-0.03
489,496,SIL05,-0.016995517,0.817965148,P,3.46,3.71,0.25
489,496,SIL02,0.022538454,0.90068722,P,2.28,2.28,0
489,496,SIL02,-0.061123718,0.750094762,S,2.24,2.35,0.11
489,496,NIL08,-0.058536961,0.889689521,S,2.9,2.65,-0.25
489,496,NIL08,-0.065495549,0.847288192,P,4.52,4.41,-0.11
489,490,SIL07,0.116635058,0.562764219,P,2.17,2.19,0.02
489,490,SIL07,-0.046779174,0.530353147,S,3.69,3.82,0.13
489,490,SIL06,-0.02810991,0.927612637,P,2.35,2.31,-0.04
489,490,SIL08,-0.016738671,0.696600993,P,2.03,2.08,0.05
489,490,SIL08,0.066690084,0.470072061,S,2.19,2.32,0.13
489,490,SIL04,0.027571822,0.727230196,P,2.52,2.49,-0.03
489,490,SIL04,0.028355809,0.810715879,S,3.46,3.71,0.25
489,490,SIL05,-0.01755727,0.914877021,P,2.28,2.28,0
489,490,SIL05,-0.025419413,0.864259629,S,2.24,2.35,0.11
489,490,SIL01,0.055971424,0.895572704,S,2.9,2.65,-0.25
489,490,SIL01,0.023200748,0.780793613,P,4.52,4.41,-0.11
489,490,SIL02,-0.014447194,0.949057158,S,2.79,2.78,-0.01
489,490,SIL02,-0.01406482,0.840083319,P,3.05,3.17,0.12
489,490,SIL03,-0.001241228,0.965496793,P,6.34,6.32,-0.02
489,490,NIL10,0.029845244,0.93764603,P,3.87,3.71,-0.16
489,490,NIL09,0.051785573,0.765651713,P,3.41,3.41,0
489,490,NIL09,-0.020005457,0.922716474,S,4.19,3.76,-0.43
489,490,NIL08,-0.024940856,0.92345166,S,2.03,2.03,0
489,490,NIL08,3.73E-05,0.959581769,P,2.35,2.28,-0.07
489,490,NIL07,0.082080317,0.619916897,S,3.69,3.82,0.13
489,490,NIL07,0.175141342,0.620650954,P,2.19,2.16,-0.03
489,490,NIL06,0.025803568,0.894882063,S,2.52,2.48,-0.04
489,490,NIL06,-0.029300712,0.642815059,P,4.33,4.21,-0.12
489,490,NIL03,0.132474324,0.748879415,S,3.46,3.56,0.1
489,490,NIL03,0.110776259,0.612889434,P,2.28,2.2,-0.08
489,490,NIL04,0.000288387,0.816054452,P,2.24,2.29,0.05
489,490,NIL04,-0.004587701,0.63477881,S,4.49,4.39,-0.1
489,490,NIL02,-0.012442159,0.683517076,P,2.79,2.76,-0.03
489,490,NIL02,0.037832485,0.752637354,S,3.05,3.25,0.2
489,490,NIL01,0.012543458,0.910464514,S,5.83,5.76,-0.07
489,490,NIL01,0.030853449,0.938778599,P,3.41,3.42,0.01
489,498,SIL07,0.103476863,0.655636176,P,2.17,2.19,0.02
489,498,SIL08,-0.03194883,0.744495502,P,3.69,3.82,0.13
489,498,SIL08,-0.035529547,0.122283351,S,2.35,2.31,-0.04
489,498,SIL05,-0.052882562,0.633965465,S,2.03,2.08,0.05
489,498,SIL05,-0.033756931,0.79478706,P,2.19,2.32,0.13
489,498,SIL02,0.072364907,0.40470112,S,2.52,2.49,-0.03
489,498,SIL02,0.01731585,0.752766743,P,3.46,3.71,0.25
489,498,NIL10,-0.017231087,0.925403655,P,2.28,2.28,0
489,492,SIL07,0.145756164,0.56710709,P,2.17,2.19,0.02
489,492,SIL06,-0.037086554,0.856913474,P,3.69,3.82,0.13
489,492,SIL08,0.017750792,0.579113246,P,2.35,2.31,-0.04
489,492,SIL08,0.223725697,0.367526357,S,2.03,2.08,0.05
489,492,SIL05,-0.028893052,0.823249155,P,2.19,2.32,0.13
489,492,SIL05,0.011707003,0.63381991,S,2.52,2.49,-0.03
489,492,SIL02,-0.006507908,0.883117362,S,3.46,3.71,0.25
489,492,SIL02,-0.126432791,0.785746728,P,2.28,2.28,0
489,492,SIL03,-0.060297417,0.879563306,P,2.24,2.35,0.11
489,492,NIL10,-0.04210719,0.93578426,P,2.9,2.65,-0.25
489,492,NIL08,0.005573415,0.943205594,S,4.52,4.41,-0.11
489,492,NIL08,-0.014504952,0.927097442,P,2.79,2.78,-0.01
489,494,SIL07,0.120049783,0.570425644,P,2.17,2.19,0.02
489,494,SIL07,-0.033040993,0.827086401,S,3.69,3.82,0.13
489,494,SIL06,-0.03343967,0.877071098,P,2.35,2.31,-0.04
489,494,SIL08,-0.055265403,0.816204898,P,2.03,2.08,0.05
489,494,SIL05,-0.011400855,0.878243795,S,2.19,2.32,0.13
489,494,SIL05,-0.031012231,0.881772812,P,2.52,2.49,-0.03
489,494,SIL02,-0.070359696,0.431483279,P,3.46,3.71,0.25
489,494,SIL02,-0.037797472,0.428649805,S,2.28,2.28,0
489,494,SIL03,-0.044743471,0.748618429,P,2.24,2.35,0.11
489,538,SIL07,-0.180426378,0.418924066,S,2.17,2.19,0.02
489,538,SIL07,0.074635942,0.632462743,P,3.69,3.82,0.13
489,538,SIL08,-0.096410856,0.561268961,P,2.35,2.31,-0.04
489,538,SIL08,0.027681699,0.758387973,S,2.03,2.08,0.05
489,538,NIL09,-0.011832296,0.46522961,P,2.19,2.32,0.13
489,538,NIL08,-0.060286551,0.517293641,S,2.52,2.49,-0.03
489,538,NIL08,-0.106932492,0.666273353,P,3.46,3.71,0.25
489,537,SIL07,0.086179437,0.678848921,P,2.17,2.19,0.02
489,537,SIL07,-0.07539139,0.340036902,S,3.69,3.82,0.13
489,537,SIL08,0.056208896,0.55204551,S,2.35,2.31,-0.04
489,537,SIL08,-0.143861657,0.571430562,P,2.03,2.08,0.05
489,537,SIL05,-0.044630402,0.475209518,P,2.19,2.32,0.13
489,537,SIL02,0.04678714,0.583102932,P,2.52,2.49,-0.03
489,537,NIL09,-0.134020818,0.591807876,P,3.46,3.71,0.25
489,537,NIL09,-0.043893368,0.569381209,S,2.28,2.28,0
489,537,NIL08,0.066397001,0.521518625,S,2.24,2.35,0.11
489,537,NIL08,0.028006256,0.648600392,P,2.9,2.65,-0.25
489,536,SIL07,0.129981224,0.602655736,P,2.17,2.19,0.02
489,536,SIL06,-0.042203119,0.898803549,P,3.69,3.82,0.13
489,536,SIL08,0.006729128,0.375552552,S,2.35,2.31,-0.04
489,536,SIL08,-0.129523271,0.674418214,P,2.03,2.08,0.05
489,536,SIL04,-0.035291005,0.762905758,P,2.19,2.32,0.13
489,536,SIL04,-0.106549839,0.386900179,S,2.52,2.49,-0.03
489,536,SIL05,-0.037878353,0.606878109,S,3.46,3.71,0.25
489,536,SIL05,-0.027237275,0.784558676,P,2.28,2.28,0
489,536,SIL01,0.095143566,0.600144832,S,2.24,2.35,0.11
489,536,SIL01,-0.144709195,0.506805819,P,2.9,2.65,-0.25
489,536,SIL02,-0.074988805,0.404501926,S,4.52,4.41,-0.11
489,536,SIL02,-0.008710335,0.738004931,P,2.79,2.78,-0.01
489,536,SIL03,0.085931542,0.765510594,P,3.05,3.17,0.12
489,536,NIL10,0.057571171,0.598703106,S,6.34,6.32,-0.02
489,536,NIL10,-0.008467911,0.85633813,P,3.87,3.71,-0.16
489,536,NIL09,-0.061045234,0.565205083,P,3.41,3.41,0
489,536,NIL09,-0.131540139,0.429344932,S,4.19,3.76,-0.43
489,536,NIL08,0.062425337,0.61326866,S,2.03,2.03,0
489,536,NIL08,-0.026945671,0.689328082,P,2.35,2.28,-0.07
489,536,NIL07,-0.094220601,0.425535495,S,3.69,3.82,0.13
489,536,NIL07,-0.012912314,0.552210816,P,2.19,2.16,-0.03
489,536,NIL06,-0.028735937,0.594269416,S,2.52,2.48,-0.04
489,536,NIL06,-0.038318618,0.716029823,P,4.33,4.21,-0.12
489,536,NIL03,0.030594536,0.465062635,S,3.46,3.56,0.1
489,536,NIL03,-0.04296869,0.647274106,P,2.28,2.2,-0.08
489,536,NIL04,-0.021301908,0.674921302,P,2.24,2.29,0.05
489,536,NIL04,0.156633663,0.632960862,S,4.49,4.39,-0.1
489,536,NIL02,-0.028649988,0.6191068,P,2.79,2.76,-0.03
489,536,NIL02,-0.019884175,0.350770708,S,3.05,3.25,0.2
489,536,NIL01,-0.011579484,0.809718507,S,5.83,5.76,-0.07
489,536,NIL01,-0.05028134,0.485149826,P,3.41,3.42,0.01
489,521,SIL07,0.158671555,0.522661558,P,2.17,2.19,0.02
489,521,SIL07,-0.184712331,0.508710468,S,3.69,3.82,0.13
489,521,SIL08,-0.04149129,0.575646607,S,2.35,2.31,-0.04
489,521,SIL08,-0.04409183,0.58565813,P,2.03,2.08,0.05
489,521,SIL05,0.030209045,0.789005094,S,2.19,2.32,0.13
489,521,SIL05,-0.033905681,0.630686341,P,2.52,2.49,-0.03
489,521,SIL02,-0.196087628,0.359301957,P,3.46,3.71,0.25
489,521,SIL02,-0.02298117,0.87224065,S,2.28,2.28,0
489,521,NIL09,-0.008094908,0.761778198,P,2.24,2.35,0.11
489,521,NIL08,-0.052899387,0.817728454,P,2.9,2.65,-0.25
489,520,SIL07,0.131695833,0.531475406,P,2.17,2.19,0.02
489,520,SIL05,-0.025121247,0.442607586,P,3.69,3.82,0.13
489,520,SIL05,0.026435966,0.510642549,S,2.35,2.31,-0.04
489,520,SIL08,-0.124115784,0.542059987,P,2.03,2.08,0.05
489,520,SIL08,0.076937566,0.527417722,S,2.19,2.32,0.13
489,520,NIL08,0.012496589,0.860476044,S,2.52,2.49,-0.03
489,520,NIL08,-0.043677637,0.567106537,P,3.46,3.71,0.25
489,504,SIL07,-0.03560246,0.439918621,S,2.17,2.19,0.02
489,504,SIL07,0.01769097,0.7384291,P,3.69,3.82,0.13
489,504,SIL08,-0.043181516,0.47989309,P,2.35,2.31,-0.04
489,504,SIL05,0.106284759,0.348644965,P,2.03,2.08,0.05
489,504,SIL05,0.074738721,0.615666601,S,2.19,2.32,0.13
489,504,NIL06,0.102905796,0.784561766,S,2.52,2.49,-0.03
489,504,NIL06,-0.073669257,0.592942118,P,3.46,3.71,0.25
490,493,SIL07,-0.039340374,0.673345542,P,2.17,2.19,0.02
490,493,SIL06,-0.009154605,0.943418381,P,3.69,3.82,0.13
490,493,SIL08,0.021609009,0.467353908,P,2.35,2.31,-0.04
490,493,SIL04,-0.028328853,0.731642481,P,2.03,2.08,0.05
490,493,SIL04,-0.016079777,0.8753176,S,2.19,2.32,0.13
490,493,SIL05,0.018737144,0.932182367,P,2.52,2.49,-0.03
490,493,SIL05,-0.004760806,0.939490336,S,3.46,3.71,0.25
490,493,SIL02,-0.00366038,0.870285721,S,2.28,2.28,0
490,493,SIL02,-0.013464758,0.943419967,P,2.24,2.35,0.11
490,493,SIL03,-0.016910306,0.926444651,P,2.9,2.65,-0.25
490,493,NIL10,-0.049781094,0.891697623,P,4.52,4.41,-0.11
490,493,NIL08,-0.035752162,0.804583154,P,2.79,2.78,-0.01
490,493,NIL08,-0.004958229,0.939822974,S,3.05,3.17,0.12
490,493,NIL06,0.095137368,0.742787255,S,6.34,6.32,-0.02
490,493,NIL06,-0.042689234,0.715779524,P,3.87,3.71,-0.16
490,493,NIL03,-0.113218087,0.865433508,P,3.41,3.41,0
490,493,NIL03,-0.087701413,0.618509052,S,4.19,3.76,-0.43
490,493,NIL02,-0.056429621,0.681747531,S,2.03,2.03,0
490,493,NIL02,-0.020771974,0.892413098,P,2.35,2.28,-0.07
490,497,SIL07,0.116729153,0.342496379,P,2.17,2.19,0.02
490,497,SIL07,-0.011785195,0.792137593,S,3.69,3.82,0.13
490,497,SIL06,-0.023601496,0.916623525,P,2.35,2.31,-0.04
490,497,SIL08,0.051100134,0.376518176,P,2.03,2.08,0.05
490,497,SIL05,-0.009809271,0.848043406,P,2.19,2.32,0.13
490,497,SIL05,0.014206536,0.829467699,S,2.52,2.49,-0.03
490,497,SIL02,-0.029555639,0.645240024,S,3.46,3.71,0.25
490,497,SIL02,-0.034286523,0.904492015,P,2.28,2.28,0
490,497,NIL10,-0.048671954,0.883325505,P,2.24,2.35,0.11
490,497,NIL08,-0.039450405,0.900110767,S,2.9,2.65,-0.25
490,497,NIL08,-0.061235619,0.706216843,P,4.52,4.41,-0.11
490,498,SIL07,-0.020294257,0.706659721,P,2.17,2.19,0.02
490,498,SIL08,0.096662942,0.486922139,P,3.69,3.82,0.13
490,498,SIL08,-0.036626034,0.813848048,S,2.35,2.31,-0.04
490,498,SIL05,-0.02776753,0.700048445,S,2.03,2.08,0.05
490,498,SIL05,-0.015597211,0.90522191,P,2.19,2.32,0.13
490,498,SIL02,0.086685918,0.541311245,S,2.52,2.49,-0.03
490,498,SIL02,0.031625466,0.736695597,P,3.46,3.71,0.25
490,498,NIL10,-0.047541361,0.909581697,P,2.28,2.28,0
490,538,SIL07,-0.12838903,0.727581935,S,2.17,2.19,0.02
490,538,SIL07,-0.043617634,0.832982795,P,3.69,3.82,0.13
490,538,SIL08,-0.069132775,0.512032772,P,2.35,2.31,-0.04
490,538,SIL08,0.141974479,0.372021987,S,2.03,2.08,0.05
490,538,NIL09,-0.05359426,0.584741861,P,2.19,2.32,0.13
490,538,NIL08,-0.038266915,0.570101909,S,2.52,2.49,-0.03
490,538,NIL08,-0.108078161,0.604602684,P,3.46,3.71,0.25
490,537,SIL07,-0.031410124,0.895615615,P,2.17,2.19,0.02
490,537,SIL07,-0.029859141,0.754524538,S,3.69,3.82,0.13
490,537,SIL08,-0.015933028,0.896345586,S,2.35,2.31,-0.04
490,537,SIL08,-0.136059023,0.509707816,P,2.03,2.08,0.05
490,537,SIL05,-0.026279864,0.436465535,P,2.19,2.32,0.13
490,537,SIL02,-0.122414134,0.653238445,P,2.52,2.49,-0.03
490,537,NIL09,-0.104480097,0.726702431,P,3.46,3.71,0.25
490,537,NIL09,-0.03029492,0.493387992,S,2.28,2.28,0
490,537,NIL08,0.090224799,0.517307225,S,2.24,2.35,0.11
490,537,NIL08,0.029113735,0.61251705,P,2.9,2.65,-0.25
490,494,SIL07,0.006365206,0.760463138,P,2.17,2.19,0.02
490,494,SIL07,0.007560084,0.644223649,S,3.69,3.82,0.13
490,494,SIL06,-0.005108827,0.945894795,P,2.35,2.31,-0.04
490,494,SIL08,0.071849168,0.470397788,P,2.03,2.08,0.05
490,494,SIL05,0.012571991,0.88141054,S,2.19,2.32,0.13
490,494,SIL05,-0.013284346,0.922755373,P,2.52,2.49,-0.03
490,494,SIL02,-0.056865121,0.743374713,P,3.46,3.71,0.25
490,494,SIL02,0.110747895,0.505569859,S,2.28,2.28,0
490,494,SIL03,-0.044165658,0.751499232,P,2.24,2.35,0.11
490,496,SIL07,0.009210143,0.727357256,S,2.17,2.19,0.02
490,496,SIL07,-0.045348733,0.443786259,P,3.69,3.82,0.13
490,496,SIL06,-0.010877539,0.939416657,P,2.35,2.31,-0.04
490,496,SIL08,0.058669473,0.476446547,P,2.03,2.08,0.05
490,496,SIL08,0.0595416,0.438556302,S,2.19,2.32,0.13
490,496,SIL05,-0.027683091,0.864636697,S,2.52,2.49,-0.03
490,496,SIL05,0.000442266,0.932275821,P,3.46,3.71,0.25
490,496,SIL02,0.037111348,0.790971347,P,2.28,2.28,0
490,496,SIL02,-0.047394016,0.768620468,S,2.24,2.35,0.11
490,496,NIL08,-0.033128548,0.921849409,S,2.9,2.65,-0.25
490,496,NIL08,-0.065097497,0.857800892,P,4.52,4.41,-0.11
490,536,SIL07,0.011114974,0.879766254,P,2.17,2.19,0.02
490,536,SIL06,-0.015085566,0.936163294,P,3.69,3.82,0.13
